연번,시도,시군구,선별진료소,전화번호,검체가능,주소,위도,경도
230,경기,성남시 수정구,수정구보건소,031-729-3870,Y,"경기도 성남시 수정구 수정로 218 (신흥동, 수정구보건소)",37.44432902,127.1440618
231,경기,성남시 수정구,성남시의료원,031-738-7000,Y,경기도 성남시 수정구 수정로 171번길 10,37.44498456,127.1390577
232,경기,성남시 수정구,순천의료재단정병원,031-750-6000,Y,경기도 성남시 수정구 수정로 76,37.43985891,127.1290046
233,경기,성남시 중원구,성남중앙병원,031-799-5366,Y,중원구 산성대로 476번길 12,37.45294462,127.1620011
234,경기,수원시 권선구,권선구보건소,031-228-6716,Y,경기도 수원시 권선구 호매실로 22-50 (탑동),37.2587428,126.9711297
235,경기,수원시 영통구,영통구보건소,031-228-8808,Y,경기도 수원시 영통구 영통로 396 (영통동),37.2568828,127.0697108
236,경기,수원시 장안구,장안구보건소,031-228-5715,Y,"경기도 수원시 장안구 송원로 101 (조원동, 장안구구보건소)",37.30402833,127.0103129
237,경기,수원시 팔달구,팔달구보건소,031-228-7716,Y,경기도 수원시 팔달구 팔달산로 6 (교동),37.27149964,127.0125182
238,경기,수원시 영통구,아주대학교병원,031-219-5114,Y,경기도 수원시 영통구 월드컵로 164 (원천동),37.27944695,127.0475197
239,경기,수원시 장안구,경기도의료원 수원병원,"031-888-0119, 031-888-0129",Y,경기도 수원시 장안구 수성로245번길 69 (정자동),37.2918595,126.9963807
240,경기,수원시 팔달구,성빈센트병원,1577-8588,Y,경기도 수원시 팔달구 중부대로 93 (지동),37.27792352,127.0274498
241,경기,수원시 팔달구,동수원병원,031-210-0114,Y,경기도 수원시 팔달구 중부대로 165 (우만동),37.27816751,127.0343648
242,경기,시흥시,석경의료재단 센트럴병원,031-8041-3530,Y,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",37.3368442,126.7279826
243,경기,시흥시,신천연합병원,031-310-6300,Y,시흥시 복지로 57,37.44452992,126.7893819
244,경기,시흥시,시흥시화병원,031-432-2600,Y,경기도 시흥시 옥구천서로 337,37.35292034,126.7245619
245,경기,시흥시,시흥시보건소,031-310-5813,Y,경기도 시흥시 호현로 55 (대야동),37.44558748,126.7852982
246,경기,시흥시,시흥시 정왕보건지소,031-310-5907,Y,시흥시 정왕대로 233번길  19,37.3467224,126.7401534
247,경기,안산시 단원구,단원보건소,031-481-6363,Y,경기도 안산시 단원구 화랑로 250 (초지동),37.32106776,126.8152629
248,경기,안산시 상록구,안산시상록수보건소,031-481-5894,Y,경기 안산시 상록구 차돌배기로1길 15,37.3015707,126.8450584
249,경기,안산시 단원구,고대안산병원,031-412-5400,Y,경기도 안산시 단원구 적금로 123 (고잔동),37.31885845,126.8249995
250,경기,안산시 단원구,한도병원,031-8040-1369,Y,경기도 안산시 단원구 선부광장로 103,37.33405511,126.8076194
251,경기,안산시 상록구,근로복지공단안산병원,031-500-1114,Y,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",37.31678675,126.8739908
252,경기,안성시,경기도의료원 안성병원,031-8046-5000,Y,경기도 안성시 남파로 95 (당왕동),37.01735309,127.2603668
253,경기,안성시,안성성모병원,031-675-6007,Y,경기도 안성시 시장길 58 (서인동),37.00579266,127.2707021
254,경기,안성시,안성시보건소,031-678-5710,Y,경기도 안성시 강변로74번길 18 (도기동),37.00019465,127.2698172
255,경기,안양시 동안구,동안구보건소,031-8045-4472,Y,경기도 안양시 동안구 평촌대로253번길 41 (비산동),37.39297273,126.9520715
256,경기,안양시 만안구,만안구보건소,031-8045-3472,Y,경기도 안양시 만안구 문예로 48 (안양동),37.38584733,126.9329445
257,경기,안양시 동안구,한림대학교 성심병원,031-380-1500,Y,경기도 안양시 동안구 관평로170번길 22 (평촌동),37.3916512,126.9619722
258,경기,안양시 만안구,안양샘병원,031-467-9119,Y,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",37.39289124,126.9248208
259,경기,양주시,양주시보건소,"031-8082-7094
031-8082-7120
031-8082-7130
031-8082-7144",Y,경기도 양주시 부흥로 1533 (남방동),37.78535314,127.0449131
260,경기,양평군,양평군보건소,031-770-3490,Y,경기도 양평군 양평읍 마유산로 17,37.49703508,127.4866811
261,경기,양평군,양평병원,031-770-5119,Y,경기도 양평군 양평읍 중앙로 129,37.49394768,127.5034806
262,경기,여주시,세종여주병원,031-880-7700,N,"경기도 여주시 청심로 39, 세종여주병원 (하동)",37.30147999,127.6253197
263,경기,여주시,여주시보건소,031-887-3601,Y,경기도 여주시 여흥로160번길 14 (상동),37.29460883,127.6403935
264,경기,연천군,연천군 보건의료원,031-839-4064,Y,경기도 연천군 전곡읍 은대성로 95,38.02353355,127.0609624
265,경기,오산시,오산시보건소,031-8036-6025,Y,경기도 오산시 경기동로 59 (오산동),37.15937066,127.077834
266,경기,오산시,오산한국병원,031-379-8300,Y,경기도 오산시 밀머리로1번길 16 (원동),37.14133998,127.0755038
267,경기,용인시,기흥구보건소,031-324-6975,Y,"경기도 용인시 기흥구 신갈로58번길 11 (신갈동, 기흥구 보건소)",37.27260603,127.1067678
268,경기,용인시,수지구보건소,"031-324-8451, 8452, 8453",Y,경기도 용인시 수지구 포은대로 435 (풍덕천동),37.3222219,127.0974474
269,경기,용인시,강남병원,031-300-0380/0589,Y,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",37.2735437,127.1113138
270,경기,용인시,처인구보건소,031-324-2114,Y,경기도 용인시 처인구 중부대로 1199,37.24086733,127.1779684
271,경기,용인시,영문의료재단 다보스병원,031-8021-2000,Y,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",37.23154215,127.2113984
272,경기,용인시,용인세브란스병원,031-5189-9010,Y,경기 용인시 기흥구 동백죽전대로 363,37.27069822,127.1482857
273,경기,용인시,용인서울병원,031-322-0001,Y,경기도 용인시 처인구 고림로 81 ,37.24031755,127.2144905
274,경기,의왕시,의왕시보건소,031-345-3572,Y,"경기도 의왕시 오봉로 34 (고천동, 의왕시보건소)",37.34378769,126.9719938
275,경기,의왕시,아가페의료재단 시티병원,031-340-2555,Y,경기도 의왕시 오전천로 29,37.35027993,126.9767946
276,경기,의정부시,경기도의료원의정부병원 (응급실),031-828-5143,Y,경기도 의정부시 흥선로 142 (의정부동),37.74108812,127.0425536
277,경기,의정부시,의정부시보건소,031-870-6011~4,N,의정부시 범골로 131,37.73615933,127.0395595
278,경기,의정부시,가톨릭대학교 의정부성모병원,1661-7500,Y,의정부시 천보로 271,37.75865061,127.0779506
279,경기,의정부시,추병원,031-823-8063,Y,의정부시 평화로 650,37.74977986,127.0451895
280,경기,의정부시,의정부백병원,031-842-1211,Y,경기도 의정부시 금신로  322,37.74533109,127.0621424
281,경기,이천시,경기도의료원 이천병원,031-630-4200,Y,경기도 이천시 경충대로 2742 (관고동),37.28282286,127.4332383
282,경기,이천시,이천시보건소,031-635-2400,Y,경기도 이천시 증신로153번길 13 (증포동),37.28898415,127.4523317
283,경기,파주시,파주시보건소,031-940-4800,Y,경기도 파주시 후곡로 13 (금촌동),37.75634884,126.7739113
284,경기,파주시,경기도의료원 파주병원,031-940-9100,Y,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",37.75487967,126.7796358
285,경기,파주시,메디인병원,031-943-1191,Y,경기도 파주시 시청로 6,37.75804455,126.7748537
286,경기,평택시,의료법인 백송의료재단 굿모닝병원,031-5182-7700,Y,경기도 평택시 중앙로 338 (합정동),36.99057685,127.1204573
287,경기,평택시,의료법인 박애의료재단 박애병원,031-652-2121,Y,경기도 평택시 평택2로20번길 3 (평택동),36.99305991,127.0890771
288,경기,평택시,의료법인 양진의료재단 평택성모병원,1800-8800,Y,경기도 평택시 평택로 284 (세교동),37.00840782,127.0743384
289,경기,평택시,평택보건소,031-8024-5559,Y,경기도 평택시 평택5로 56 (비전동),36.99089576,127.1119697
290,경기,평택시,박병원,031-666-2600,Y,경기도 평택시 송탄로 33 (장당동),37.04826398,127.057004
291,경기,평택시,송탄보건소,031-8024-7236,Y,경기도 평택시 서정로 295 (이충동),37.0657141,127.0664973
292,경기,포천시,포천시보건소,031-538-3600,Y,경기도 포천시 포천로 1612 (신읍동),37.90082612,127.2012609
293,경기,포천시,경기도의료원 포천병원,031-539-9114,Y,경기도 포천시 포천로 1648 (신읍동),37.90314867,127.1974831
294,경기,포천시,소흘보건지소,031-538-4486,Y,경기도 포천시 소흘읍 호국로 567,37.82349671,127.1384307
295,경기,하남시,하남시보건소,031-790-6555,Y,경기도 하남시 대청로 10 (신장동),37.53921779,127.2147682
296,경기,화성시,화성중앙종합병원,031-371-8080,Y,경기도 화성시 향남읍 발안로 5,37.1313512,126.9107797
297,경기,화성시,화성시보건소,031-5189-1200,Y,경기도 화성시 동탄산단7길 60,37.17687645,127.0865637
298,경기,화성시,화성시보건소 동탄보건지소,031-5189-1200,Y,경기도 화성시 노작로 226-9,37.2070698,127.0786007
299,경기,화성시,동탄성심병원,1522-2500,Y,경기도 화성시 큰재봉길 7,37.21651415,127.0799502
300,경기,화성시,원광종합병원,031-8077-7219,Y,경기 화성시 화산북로 21 ,37.21006294,127.0080364
301,경기,화성시,남양디에스병원,031-5180-7777,Y,경기도 화성시 남양읍 시청로160번길 46-13,37.19923124,126.8257097
302,강원,강릉시,강릉아산병원,033-610-4111,Y,강원도 강릉시 사천면 방동길 38,37.81840172,128.8578297
303,강원,강릉시,강릉동인병원,033-651-6161,Y,"강원도 강릉시 강릉대로419번길 42-  (포남동, (포남동))",37.77443288,128.9071825
304,강원,강릉시,강릉고려병원,033-649-0333,Y,"강원도 강릉시 옥가로 30-  (옥천동,30)",37.75901128,128.8998644
305,강원,강릉시,강릉시보건소,033-660-3050,Y,강원도 강릉시 남부로17번길 38 (내곡동),37.74280913,128.8827493
306,강원,고성군,고성군보건소,033-681-4000,Y,강원도 고성군 간성읍 수성로 30,38.37761707,128.4721407
307,강원,동해시,동해시보건소,033-530-2402,Y,강원 동해시 천곡동 840,37.52281646,129.117071
308,강원,동해시,동해동인병원,033-530-0119,Y,"강원도 동해시 하평로 26-  (평릉동, (평릉동))",37.53058809,129.1071335
309,강원,동해시,근로복지공단 동해병원,033-530-3119,Y,강원도 동해시 하평로 11,37.53225859,129.1059685
310,강원,삼척시,삼척의료원,"(주간) 033-570-7545
(야간) 033-570-7431",Y,"강원도 삼척시 오십천로 418 (남양동,(남양동))",37.4403269,129.1633429
311,강원,삼척시,삼척시보건소,033-570-4649,Y,"강원도 삼척시 척주로 76 (남양동, 삼척시보건소)",37.44375026,129.1722013
312,강원,속초시,속초시보건소,033-639-2924,Y,강원도 속초시 교동 980(수복로 36),38.19615803,128.575905
313,강원,속초시,강원도속초의료원,"(주간) 033-630-6190
(야간) 033-630-6122",Y,"강원도 속초시 영랑호반길 3-  (영랑동, (영랑동))",38.21591429,128.5875889
314,강원,속초시,속초보광병원,"(주간) 033-639-8557
(야간) 033-639-8988",Y,속초시 중앙로 11 ,38.19809841,128.5787327
315,강원,양구군,양구군보건소,"(주간) 033-480-2791
(야간) 033-480-2550",Y,강원 양구군 양구읍 하리 34-5 ,38.11012038,127.9905807
316,강원,양구군,의료법인 성심의료재단 양구성심병원,033-480-8800,Y,강원도 양구군 양구읍 중심로 160 (160),38.10471746,127.9912082
317,강원,양양군,양양군보건소,"(주간) 033-670-2119
(야간) 033-670-2880",Y,강원도 양양군 양양읍 양양로 9-5,38.07784423,128.6274852
318,강원,영월군,강원도영월의료원,033-370-9129,Y,강원도 영월군 영월읍 중앙1로 59,37.18649634,128.4657014
319,강원,영월군,영월군보건소,033-370-2448,Y,강원도 영월군 영월읍 하송로 44,37.18437244,128.4636197
320,강원,원주시,연세대학교 원주세브란스기독병원,033-741-1641,Y,강원도 원주시 일산로 20-0 (일산동),37.34911764,127.9467233
321,강원,원주시,원주시보건소,033-737-4065,Y,"강원도 원주시 원일로 139, 3층 (일산동, 건강문화센터)",37.35158508,127.9467947
322,강원,원주시,강원도원주의료원,033-760-4701~2,Y,강원 원주시 서원대로 387,37.33279025,127.9490358
323,강원,인제군,인제군보건소,"(주간) 033-460-2516
(야간) 033-461-2425",Y,강원도 인제군 인제읍 인제로140번길 34,38.06327794,128.168587
324,강원,정선군,근로복지공단정선병원,033-560-7110,Y,강원도 정선군 정선읍 봉양1길 145-0 ( ),37.38324574,128.6603132
325,강원,정선군,정선군보건소,033-560-2739,Y,강원도 정선군 정선읍 녹송로 33,37.38009274,128.6714859
326,강원,철원군,철원군보건소,"033-450-5550, 5468",Y,강원도 철원군 갈말읍 군탄리 960-2,38.14821074,127.3028659
327,강원,철원군,철원병원,033-450-3321,Y,강원도 철원군 갈말읍 명성로 208-0,38.15005479,127.3076202
328,강원,춘천시,한림대학교 춘천성심병원,"(주간) 033-240-5815
(야간) 033-240-5219",Y,춘천시 삭주로 77,37.88413437,127.740809
329,강원,춘천시,춘천시보건소,"033-250-4688,
033-250-4597",Y,강원도 춘천시 중앙로 135 (중앙로3가),37.8755488,127.720219
330,강원,태백시,태백시보건소,"(주간) 033-550-2718
(야간) 033-552-4000",Y,강원도 태백시 태백로 905 (황지동),37.17663292,128.9924325
331,강원,태백시,근로복지공단 태백병원,"(주간) 033-581-6390
(야간) 033-580-3119",Y,강원도 태백시 보드미길8,37.10425639,129.0034723
332,강원,평창군,평창군보건의료원,"(주간) 033-330-4877
(야간) 033-330-4800",Y,강원도 평창군 평창읍 노성로 11,37.36894373,128.3907514
333,강원,홍천군,홍천아산병원,033-430-5119,Y,강원도 홍천군 홍천읍 산림공원1길 17,37.6911055,127.895432
334,강원,홍천군,홍천군보건소,033-430-4024,Y,강원도 홍천군 홍천읍 신장대로 5,37.6902189,127.8772937
335,강원,화천군,화천군보건의료원,033-442-4424,Y,강원 화천군 화천읍 중리 242-4 화천군보건의료원,38.10757197,127.7091469
336,강원,횡성군,횡성대성병원,033-343-0901,Y,강원도 횡성군 횡성읍 횡성로 275-  ( ),37.47841351,127.9799354
337,강원,횡성군,횡성군보건소,033-340-5707,Y,강원도 횡성군 횡성읍 횡성로 379 (횡성군 종합복지타운),37.48715679,127.9844382
338,충북,괴산군,괴산군보건소,043-832-4000,Y,괴산군 괴산읍 동진천길 43,36.80799723,127.7966873
339,충북,괴산군,괴산성모병원,043-830-5400,Y,충청북도 괴산군 괴산읍 임꺽정로 116-0,36.81562525,127.7841802
340,충북,단양군,단양군보건소,043-420-3263,Y,단양군 단양읍 삼봉로 53,36.98163915,128.3502763
341,충북,단양군,단양군립노인요양병원,043-423-8844,Y,충청북도 단양군 단양읍 별곡6길 10,36.98713678,128.3687933
342,충북,보은군,(의료법인)정민의료재단 보은한양병원,043-544-1500,Y,충청북도 보은군 보은읍 보은로 102-0,36.48326913,127.7182093
343,충북,보은군,보은군보건소,043-540-5601,Y,충청북도 보은군 보은읍 동광길 50,36.48645144,127.7161807
344,충북,영동군,영동병원,043-740-9000,Y,충청북도 영동군 영동읍 대학로 106-0,36.18544365,127.7811201
345,충북,영동군,영동군보건소,043-740-5612,Y,충청북도 영동군 영동읍 반곡동길 7,36.16849628,127.7759673
346,충북,옥천군,옥천성모병원,043-730-7000,Y,충청북도 옥천군 옥천읍 성왕로 1195-0,36.31332861,127.5720099
347,충북,옥천군,옥천군보건소,043-730-2114,Y,충청북도 옥천군 옥천읍 삼양로8길 10,36.30450722,127.5701196
348,충북,음성군,음성군보건소,043-872-2136,Y,충청북도 음성군 음성읍 중앙로49,36.92883979,127.6888781
349,충북,음성군,금왕태성병원,043-883-8800,Y,충청북도 음성군 금왕읍 음성로1230번길 10-0,36.99805763,127.5982005
350,충북,제천시,제천 서울병원,043-642-7609,Y,충청북도 제천시 숭문로 57-0 (서부동),37.13873679,128.2064407
351,충북,제천시,제천시보건소,043-646-2720,Y,충청북도 제천시 의림대로 242 (청전동),37.1493417,128.2160865
352,충북,제천시,명지병원(제천),043-640-8373,Y,충청북도 제천시 내토로 991,37.16343019,128.2339489
353,충북,증평군,증평군보건소,043-835-4220,Y,충청북도 증평군 증평읍 보건복지로 64-1 (증평군보건소),36.77424621,127.586726
354,충북,진천군,진천성모병원,043-533-1711,Y,충청북도 진천군 진천읍 중앙북로 36,36.85844453,127.4405234
355,충북,진천군,진천군보건소,043-539-7333,Y,충청북도 진천군 진천읍 중앙북1길 11-8,36.86061054,127.4396598
356,충북,청주시,상당보건소,043-201-3143,Y,청주시 상당구 남일면 단재로 480,36.58826421,127.5059388
357,충북,청주시,의료법인 인화재단한국병원,043-222-7000,Y,충청북도 청주시 상당구 단재로 106-0 (영운동),36.61985257,127.4962795
358,충북,청주시,의료법인정산의료재단효성병원,043-221-5000,Y,충청북도 청주시 상당구 쇠내로 16-0 (금천동),36.62432393,127.4956203
359,충북,청주시,서원보건소,043-201-3207,Y,청주시 서원구 사직대로 227,36.6376531,127.4697461
360,충북,청주시,충청북도 청주의료원,043-279-2300,Y,충청북도 청주시 서원구 흥덕로 48 (사직동),36.64013897,127.4730876
361,충북,청주시,청주성모병원,043-219-8000,Y,"충청북도 청주시 청원구 주성로 173-19 (주중동,청주성모병원)",36.67353593,127.4856059
362,충북,청주시,청원보건소,043-201-3442,Y,충청북도 청주시 청원구 오창읍 과학산업3로 238,36.71040635,127.4304713
363,충북,청주시,흥덕보건소,043-201-3342,Y,청주시 흥덕구 비하로12번길 46,36.6301698,127.42649
364,충북,청주시,한마음의료재단 하나병원,043-230-6326,Y,충청북도 청주시 흥덕구 2순환로 1262-0 (가경동),36.62352578,127.4309399
365,충북,청주시,베스티안병원,043-910-7575,Y,충청북도 흥덕구 오송읍 오송생명1로 191,36.63642935,127.321641
366,충북,충주시,충주시보건소,043-850-3431,Y,충주시 사직산 21길 34 (문화동),36.97086234,127.9280544
367,충북,충주시,충청북도 충주의료원,043-871-0114,Y,충청북도 충주시 안림로 239-50 (안림동),36.97931421,127.9704037
368,충북,충주시,건국대학교 충주병원,043-840-8200,Y,충청북도 충주시 국원대로 82-0 (교현동),36.9793167,127.9290736
369,충남,계룡시,계룡시보건소,042-840-3507,Y,충청남도 계룡시 장안로 54,36.27305959,127.2500595
370,충남,공주시,충청남도공주의료원,041-962-1111,Y,충청남도 공주시 무령로 77 (웅진동),36.45887769,127.1094955
371,충남,공주시,공주시 보건소,041-840-2524,Y,"충청남도 공주시 봉황로 123 (교동, 공주시보건소)",36.45711741,127.1206564
372,충남,금산군,새금산병원,041-754-8272,Y,충청남도 금산군 금산읍 비단로 183,36.10407276,127.4962034
373,충남,금산군,금산군보건소,041-750-4311,Y,"충청남도 금산군 금산읍 금산로 1559, 0동",36.11206663,127.4916388
374,충남,논산시,백제종합병원,041-733-2191,Y,충청남도 논산시 시민로294번길 14 (취암동),36.19273512,127.0942555
375,충남,논산시,논산시보건소,041-730-4086~7,Y,충청남도 논산시 논산대로 382 (관촉동),36.19607739,127.1035647
376,충남,당진시,당진종합병원,041-357-0100,Y,충청남도 당진시 반촌로 5-15 (시곡동),36.9044083,126.6843227
377,충남,당진시,당진시보건소,041-360-6003,Y,충청남도 당진시 서부로 56 (채운동),36.88735969,126.6304725
378,충남,보령시,보령시보건소,041-930-0900,Y,충청남도 보령시 남포면 보령남로 234,36.32450916,126.6023712
379,충남,보령시,보령아산병원,041-930-5333,Y,충청남도 보령시 죽성로 136 (죽정동),36.38114946,126.6228445
380,충남,부여군,건양대학교 부여병원,041-837-1200,Y,충청남도 부여군 부여읍 계백로 200,36.27500639,126.9022463
381,충남,부여군,부여군보건소,041-830-8600,Y,충청남도 부여군 부여읍 성왕로 205,36.28305231,126.9093363
382,충남,부여군,성요셉연합의원,041-835-7582,Y,충청남도 부여군 부여읍 사비로 78,36.27963591,126.9107928
383,충남,서산시,충청남도서산의료원,041-689-7000,Y,충청남도 서산시 중앙로 149 (석림동),36.77574984,126.4650034
384,충남,서산시,서산시보건소,041-661-8232,Y,"충청남도 서산시 호수공원6로 6 (예천동, 서산시보건소)",36.77457758,126.4445147
385,충남,서천군,서해병원,041-951-8282,Y,충청남도 서천군 서천읍 서천로 184,36.08451476,126.6876018
386,충남,서천군,서천군보건소,041-950-6750,Y,충청남도 서천군 서천읍 사곡길 26,36.08213429,126.6894386
387,충남,아산시,아산충무병원,041-536-6666,Y,충청남도 아산시 문화로 381 (모종동),36.77929242,127.0199471
388,충남,아산시,아산시보건소,041-537-3311,Y,충청남도 아산시 번영로 224번길 20 아산시보건소 ,36.78256694,127.0146097
389,충남,아산시,현대병원,041-546-3636,Y,충남 아산시 시민로 388,36.78310382,127.0010147
390,충남,예산군,의료법인 예당의료재단 예산종합병원,041-330-4000,Y,충청남도 예산군 예산읍 금오대로 94,36.69122633,126.8375589
391,충남,예산군,예산군보건소,041-339-6062,Y,"충청남도 예산군 예산읍 군청로 22, 예산군청",36.68088045,126.8448499
392,충남,천안시,천안시 동남구보건소,041-521-2651,Y,충청남도 천안시 동남구 버들로 34 동남구보건소 ,36.80745491,127.1512771
393,충남,천안시,학교법인동은학원 순천향대학교 부속천안병원,1577-7523,Y,"충청남도 천안시 동남구 순천향6길 31 (봉명동, 5동 (봉명동,순천향대학교병원))",36.80281156,127.1367815
394,충남,천안시,의료법인영서의료재단 천안충무병원,041-570-7555,Y,충청남도 천안시 서북구 다가말3길 8 (쌍용동),36.79742004,127.1314916
395,충남,천안시,충청남도천안의료원(소아청소년과 없음),041-570-7033,Y,충청남도 천안시 동남구 충절로 537 (삼룡동),36.77548822,127.1792761
396,충남,천안시,천안우리병원,041-590-9000,Y,충청남도 천안시 동남구 남부대로 350 (청당동,36.78104298,127.1557127
397,충남,청양군,청양군보건의료원,041-942-3401,Y,충청남도 청양군 청양읍 칠갑산로7길 54,36.45502032,126.8049391
398,충남,태안군,태안군보건의료원,041-671-5315,Y,충청남도 태안군 태안읍 서해로 1952-16,36.75187751,126.3231965
399,충남,홍성군,충청남도 홍성의료원,041-630-6114,Y,충청남도 홍성군 홍성읍 조양로 224,36.59844481,126.6739086
400,충남,홍성군,홍성군보건소,041-632-2588,Y,충청남도 홍성군 홍성읍 문화로 106,36.59664119,126.6630605
401,전북,고창군,고창군보건소,063-560-8711,Y,전라북도 고창군 고창읍 전봉준로 90 ((고창읍 전봉준로 90)),35.44376255,126.6832504
402,전북,고창군,(의)석천재단고창병원,063-560-5600,Y,전라북도 고창군 고창읍 화신1길 9,35.43637957,126.6933215
403,전북,군산시,군산시보건소,063-460-3200,Y,전라북도 군산시 수송동로 58 (수송동),35.96473102,126.7201794
404,전북,군산시,군산의료원,063-472-5000,Y,"전라북도 군산시 의료원로 27 (지곡동,(지곡동, 군산의료원))",35.95493063,126.711918
405,전북,군산시,동군산병원,063-440-0516,Y,전북 군산시 조촌로 149,35.97754825,126.736973
406,전북,김제시,김제시보건소,063-540-1300,Y,전라북도 김제시 성산길 138 (요촌동),35.80080696,126.8833173
407,전북,남원시,남원의료원,063-620-1114,Y,"전라북도 남원시 충정로 365 (고죽동,(고죽동))",35.43217733,127.4067661
408,전북,남원시,남원시보건소,063-625-4000,Y,전라북도 남원시 요천로 1285 (조산동),35.39783988,127.3639897
409,전북,무주군,무주군보건의료원,063-320-8314,Y,"전라북도 무주군 무주읍 한풍루로 413, 무주군보건의료원",36.00588139,127.6716998
410,전북,부안군,부안군보건소,063-584-1261,Y,전라북도 부안군 부안읍 오리정로 124,35.72282849,126.7355846
411,전북,부안군,부안성모병원,063-581-5100,Y,전라북도 부안군 부안읍 오정2길 24,35.72481315,126.7345079
412,전북,순창군,순창군보건의료원,063-650-5352,Y,전라북도 순창군 순창읍 교성로 135 (순창군보건의료원),35.36710521,127.143625
413,전북,완주군,완주군보건소,063-290-3133,Y,전라북도 완주군 삼례읍 삼봉로 215-20,35.92124411,127.092648
414,전북,익산시,익산병원,063-840-9112,Y,"전라북도 익산시 무왕로 969 (신동,(신동))",35.96172774,126.9665525
415,전북,익산시,익산시보건소,063-859-4811,Y,전라북도 익산시 무왕로 975 (신동),35.96098608,126.9664712
416,전북,임실군,임실군보건의료원,063-640-3119,Y,전라북도 임실군 임실읍 호국로 1680,35.6124995,127.2869773
417,전북,장수군,장수군보건의료원,063-350-2119,Y,전라북도 장수군 장수읍 장천로 247,35.65458589,127.5194388
418,전북,전주시,예수병원,063-230-8282,Y,"전라북도 전주시 완산구 서원로 365 (중화산동1가,(중화산동1가, 예수병원))",35.81433164,127.132606
419,전북,전주시,대자인병원,063-250-8703,Y,"전라북도 전주시 덕진구 견훤로 390 (우아동3가,(우아동3가))",35.84599102,127.1533161
420,전북,전주시,전주병원,063-220-7280,Y,"전라북도 전주시 완산구 한두평3길 13 (중화산동2가,(중화산동2가, 전주병원))",35.81516415,127.1247632
421,전북,전주시,전주시보건소(덕진진료실),063-250-3907,Y,전라북도 전주시 덕진구 벚꽃로 55 전주시보건소 덕진진료실,35.82932619,127.1351746
422,전북,전주시,호성전주병원,063-240-8894,Y,전주시 덕진구 동부대로 895,35.86546346,127.1478997
423,전북,정읍시,정읍아산병원,063-530-6000,Y,"전라북도 정읍시 충정로 606-22 (용계동,(용계동))",35.5884443,126.8244771
424,전북,정읍시,정읍시보건소,063-539-6112,Y,전라북도 정읍시 수성1로 61 (수성동),35.57798125,126.854521
425,전북,진안군,진안군보건소,063-430-8560,Y,전라북도 진안군 진안읍 진무로 1189 (진안보건소),35.79730854,127.4347748
426,전북,진안군,진안군의료원,063-430-7119,Y,전라북도 진안군 진안읍 진무로 1145,35.79523425,127.4316375
427,전남,강진군,강진의료원,061-433-2167,Y,전라남도 강진군 강진읍 탐진로 5,34.63749893,126.7581407
428,전남,강진군,강진군보건소,061-430-3592,Y,전라남도 강진군 강진읍 목리길 11,34.63833623,126.77571
429,전남,고흥군,고흥종합병원,061-835-6000,Y,전라남도 고흥군 고흥읍 고흥로 1935,34.62169117,127.2942499
430,전남,고흥군,고흥군보건소,061-830-6688,Y,전라남도 고흥군 고흥읍 등암3길 5,34.5919855,127.2692469
431,전남,고흥군,녹동현대병원,061-840-1200,Y,전남 고흥군 도양읍 차경구렁목길 215,34.54624122,127.1457206
432,전남,곡성군,곡성사랑병원,061-360-6008,Y,전라남도 곡성군 곡성읍 곡성로 761,35.2762788,127.2879496
433,전남,곡성군,곡성군보건의료원,061-360-7563,Y,전라남도 곡성군 곡성읍 곡성로 854,35.27886716,127.2969046
434,전남,광양시,광양사랑병원,061-797-7000,Y,"전라남도 광양시 공영로 71 (중동, (중동))",34.93616324,127.6971527
435,전남,광양시,광양시보건소,061-797-4015,Y,전라남도 광양시 광양읍 인덕로 1100,34.98097674,127.583623
436,전남,구례군,구례병원,061-780-3300,Y,전라남도 구례군 구례읍 동편제길 4,35.21569714,127.4634845
437,전남,구례군,구례군보건의료원,061-780-2673,Y,전라남도 구례군 구례읍 동편제길 30,35.21607284,127.4617801
438,전남,나주시,나주종합병원,061-330-6114,N,"전라남도 나주시 영산로 5419-0 (성북동,나주종합병원)",35.03674475,126.7215617
439,전남,나주시,나주시보건소,061-339-2164,Y,"전라남도 나주시 풍물시장2길 57-32 (이창동, 나주시보건소)",34.99522645,126.708224
440,전남,담양군,담양사랑병원,061-380-9000,Y,전라남도 담양군 담양읍 천변7길 19,35.31530183,126.9825662
441,전남,담양군,담양군보건소,061-380-3972,Y,전라남도 담양군 담양읍 완동길 10-11,35.32502795,126.9812397
442,전남,목포시,목포한국병원,061-270-5800,Y,전라남도 목포시 영산로 483 (상동),34.80906573,126.4165072
443,전남,목포시,목포기독병원,061-280-7500,Y,전라남도 목포시 백년대로 303 (상동),34.80423643,126.4202261
444,전남,목포시,목포중앙병원,061-280-3000,Y,전라남도 목포시 영산로 623 (석현동),34.82080732,126.4213809
445,전남,목포시,목포시의료원,061-260-6500,Y,"전라남도 목포시 이로로 18 (용해동, (용해동))",34.80395364,126.40537
